id,zipcode,price_buy,price_median,cond_type,price_sale,gain_tot,date_sale
1180008315,98178,"212000,0","279500,0",good,"445836,0","233836,0",winter
7657000225,98178,"205000,0","279500,0",regular,"481750,0","276750,0",winter
7812801115,98178,"153000,0","279500,0",regular,"359550,0","206550,0",winter
2144800615,98178,"190000,0","279500,0",regular,"442757,0","252757,0",winter
2172000846,98178,"248000,0","279500,0",regular,"436480,0","188480,0",summer
3352400325,98178,"225000,0","279500,0",regular,"528750,0","303750,0",winter
1180007005,98178,"265950,0","279500,0",good,"484294,95","218344,95",summer
4058801065,98178,"272000,0","279500,0",good,"495312,0","223312,0",summer
2144800117,98178,"270000,0","279500,0",regular,"475200,0","205200,0",summer
7812801925,98178,"230000,0","279500,0",good,"356730,0","126730,0",summer
1180002075,98178,"235000,0","279500,0",regular,"477050,0","242050,0",summer
3352402272,98178,"230000,0","279500,0",good,"356730,0","126730,0",summer
4058802255,98178,"219950,0","279500,0",regular,"493721,765","273771,765",winter
7689600360,98178,"215000,0","279500,0",regular,"447200,0","232200,0",winter
7689600330,98178,"207000,0","279500,0",regular,"486450,0","279450,0",winter
2172000035,98178,"190000,0","279500,0",regular,"395200,0","205200,0",winter
3348401490,98178,"265000,0","279500,0",regular,"510045,5","245045,5",summer
3348401622,98178,"223000,0","279500,0",good,"549092,9","326092,9",winter
1180005280,98178,"239950,0","279500,0",good,"372162,45","132212,45",summer
4059400585,98178,"218000,0","279500,0",good,"458454,0","240454,0",winter
7812801700,98178,"227000,0","279500,0",regular,"460810,0","233810,0",summer
4060000290,98178,"253000,0","279500,0",good,"460713,0","207713,0",summer
4060000170,98178,"255000,0","279500,0",regular,"490798,5","235798,5",summer
3347401315,98178,"220000,0","279500,0",good,"541706,0","321706,0",winter
7812800215,98178,"235000,0","279500,0",regular,"477050,0","242050,0",summer
2144800146,98178,"257500,0","279500,0",good,"468907,5","211407,5",summer
7878400043,98178,"185000,0","279500,0",regular,"434750,0","249750,0",winter
1123049232,98178,"279000,0","279500,0",regular,"446679,0","167679,0",summer
6874200960,98178,"170000,0","279500,0",regular,"353600,0","183600,0",summer
4268200055,98178,"245000,0","279500,0",regular,"497350,0","252350,0",summer
3969300030,98178,"239900,0","279500,0",regular,"486997,0","247097,0",summer
561000075,98178,"260000,0","279500,0",good,"473460,0","213460,0",summer
3348401740,98178,"188000,0","279500,0",regular,"422003,6","234003,6",summer
3352402236,98178,"252500,0","279500,0",good,"459802,5","207302,5",summer
2171400218,98178,"245000,0","279500,0",regular,"497350,0","252350,0",summer
185000118,98178,"212000,0","279500,0",good,"388596,0","176596,0",summer
3810000860,98178,"240000,0","279500,0",regular,"487200,0","247200,0",summer
3810000465,98178,"243000,0","279500,0",good,"376893,0","133893,0",summer
3352400004,98178,"184500,0","279500,0",regular,"383760,0","199260,0",summer
3352401981,98178,"199000,0","279500,0",regular,"467650,0","268650,0",summer
3800008,98178,"178000,0","279500,0",regular,"418300,0","240300,0",summer
2172000750,98178,"160000,0","279500,0",regular,"359152,0","199152,0",summer
399000025,98178,"265000,0","279500,0",regular,"633164,5","368164,5",summer
9368700031,98178,"195000,0","279500,0",regular,"405600,0","210600,0",summer
2328800130,98178,"220000,0","279500,0",regular,"457600,0","237600,0",summer
7129300420,98178,"258000,0","279500,0",good,"469818,0","211818,0",summer
4060000440,98178,"241000,0","279500,0",regular,"489230,0","248230,0",summer
3352400330,98178,"216000,0","279500,0",regular,"484855,2","268855,2",summer
4136800205,98178,"258000,0","279500,0",regular,"454080,0","196080,0",summer
9282800065,98178,"203000,0","279500,0",regular,"374129,0","171129,0",summer
3348401095,98178,"210000,0","279500,0",regular,"436800,0","226800,0",summer
4058801230,98178,"256000,0","279500,0",regular,"519680,0","263680,0",summer
4440400125,98178,"228000,0","279500,0",regular,"401280,0","173280,0",summer
7812800681,98178,"166000,0","279500,0",good,"304278,0","138278,0",summer
9368700270,98178,"137900,0","279500,0",regular,"286832,0","148932,0",summer
1180003435,98178,"275000,0","279500,0",regular,"558250,0","283250,0",summer
3878900681,98178,"272000,0","279500,0",regular,"478720,0","206720,0",summer
7812801125,98178,"222900,0","279500,0",regular,"500343,63","277443,63",summer
7657000085,98178,"218000,0","279500,0",regular,"453440,0","235440,0",summer
3352400905,98178,"245000,0","279500,0",regular,"431200,0","186200,0",summer
393000385,98178,"255000,0","279500,0",regular,"609271,5","354271,5",summer
1423049029,98178,"265000,0","279500,0",regular,"466400,0","201400,0",summer
1180003175,98178,"229950,0","279500,0",regular,"404712,0","174762,0",summer
2976800145,98178,"260000,0","279500,0",regular,"457600,0","197600,0",summer
179001046,98178,"229000,0","279500,0",regular,"366629,0","137629,0",summer
179001101,98178,"135000,0","279500,0",regular,"317250,0","182250,0",summer
2172000894,98178,"225000,0","279500,0",regular,"528750,0","303750,0",summer
1123049027,98178,"157500,0","279500,0",regular,"327600,0","170100,0",summer
3347400525,98178,"147000,0","279500,0",regular,"345450,0","198450,0",summer
1180005220,98178,"225000,0","279500,0",good,"449482,5","224482,5",summer
2172000285,98178,"254500,0","279500,0",regular,"489836,15","235336,15",summer
1123049126,98178,"227000,0","279500,0",regular,"542371,1","315371,1",summer
3151600035,98178,"261590,0","279500,0",regular,"460398,4","198808,4",summer
1423049019,98178,"220000,0","279500,0",regular,"457600,0","237600,0",summer
7812800855,98178,"159100,0","279500,0",regular,"330928,0","171828,0",summer
7657000540,98178,"260000,0","279500,0",regular,"527800,0","267800,0",summer
2988800011,98178,"244000,0","279500,0",regular,"429440,0","185440,0",summer
4440400155,98178,"190000,0","279500,0",regular,"395200,0","205200,0",summer
7812801785,98178,"221347,0","279500,0",regular,"460401,75999999995","239054,75999999995",summer
3352401037,98178,"224000,0","279500,0",regular,"465920,0","241920,0",summer
3878900464,98178,"229500,0","279500,0",regular,"403920,0","174420,0",summer
1133000671,98125,"315000,0","425000,0",regular,"740250,0","425250,0",winter
3992700335,98125,"382500,0","425000,0",regular,"736197,75","353697,75",summer
8902500118,98125,"326000,0","425000,0",regular,"600818,0","274818,0",winter
2239800070,98125,"417000,0","425000,0",regular,"733920,0","316920,0",summer
3992700036,98125,"415000,0","425000,0",regular,"842450,0","427450,0",summer
9324800110,98125,"420000,0","425000,0",good,"651420,0","231420,0",summer
3834000805,98125,"350000,0","425000,0",regular,"822500,0","472500,0",winter
6381501636,98125,"320000,0","425000,0",good,"672960,0","352960,0",winter
7663700792,98125,"228000,0","425000,0",regular,"511791,6","283791,6",winter
6855700115,98125,"357250,0","425000,0",good,"879656,675","522406,675",winter
1453602309,98125,"288000,0","425000,0",regular,"453024,0","165024,0",winter
1787600164,98125,"310000,0","425000,0",good,"568230,0","258230,0",winter
3992700265,98125,"385100,0","425000,0",good,"701267,1","316167,1",summer
2926049449,98125,"384400,0","425000,0",regular,"615424,4","231024,4",summer
1454100056,98125,"355000,0","425000,0",good,"650715,0","295715,0",winter
6798100652,98125,"316750,0","425000,0",regular,"583770,25","267020,25",winter
8820902905,98125,"375000,0","425000,0",regular,"660000,0","285000,0",summer
3992700130,98125,"267000,0","425000,0",regular,"723383,1","456383,1",winter
6855700080,98125,"294950,0","425000,0",regular,"693132,5","398182,5",winter
8820900670,98125,"399950,0","425000,0",good,"620322,45","220372,45",summer
6413100122,98125,"369950,0","425000,0",regular,"769496,0","399546,0",winter
1454100005,98125,"350000,0","425000,0",regular,"948255,0","598255,0",winter
1454100480,98125,"378500,0","425000,0",good,"587053,5","208553,5",summer
4427100095,98125,"360000,0","425000,0",regular,"846000,0","486000,0",winter
6381500065,98125,"376500,0","425000,0",good,"685606,5","309106,5",summer
2744600040,98125,"330000,0","425000,0",regular,"894069,0","564069,0",winter
4077800518,98125,"371000,0","425000,0",regular,"871850,0","500850,0",winter
3822200164,98125,"423500,0","425000,0",regular,"745360,0","321860,0",summer
1787600165,98125,"396500,0","425000,0",regular,"840302,45","443802,45",summer
6413100311,98125,"390000,0","425000,0",good,"710190,0","320190,0",summer
820000012,98125,"401000,0","425000,0",regular,"642001,0","241001,0",summer
7663700783,98125,"369500,0","425000,0",good,"677293,5","307793,5",winter
3834000520,98125,"275000,0","425000,0",regular,"572000,0","297000,0",winter
3992700326,98125,"380000,0","425000,0",good,"828514,0","448514,0",summer
3822200036,98125,"257500,0","425000,0",regular,"578010,25","320510,25",winter
8821900155,98125,"335500,0","425000,0",regular,"908970,15","573470,15",winter
7508700085,98125,"386500,0","425000,0",regular,"680240,0","293740,0",summer
6632300122,98125,"364500,0","425000,0",regular,"856575,0","492075,0",winter
1160000255,98125,"311000,0","425000,0",regular,"730850,0","419850,0",winter
6413600285,98125,"402000,0","425000,0",good,"876480,6","474480,6",summer
2726049150,98125,"392500,0","425000,0",regular,"796775,0","404275,0",summer
6414600321,98125,"317000,0","425000,0",regular,"744950,0","427950,0",winter
751000020,98125,"290000,0","425000,0",regular,"603200,0","313200,0",winter
8632100010,98125,"365000,0","425000,0",good,"729160,5","364160,5",winter
1454100122,98125,"405000,0","425000,0",regular,"822150,0","417150,0",summer
9421500130,98125,"378000,0","425000,0",good,"586278,0","208278,0",summer
8901000491,98125,"390000,0","425000,0",good,"669123,0","279123,0",summer
6798100661,98125,"340000,0","425000,0",regular,"626620,0","286620,0",winter
6381500265,98125,"397000,0","425000,0",good,"615747,0","218747,0",summer
9421500150,98125,"403500,0","425000,0",regular,"710160,0","306660,0",summer
6413100242,98125,"400000,0","425000,0",regular,"812000,0","412000,0",summer
3448000755,98125,"399950,0","425000,0",regular,"703912,0","303962,0",summer
5667100025,98125,"405000,0","425000,0",good,"737505,0","332505,0",summer
5101407790,98125,"375000,0","425000,0",regular,"660000,0","285000,0",summer
3753000100,98125,"399000,0","425000,0",regular,"782159,7","383159,7",summer
3448000542,98125,"290000,0","425000,0",regular,"503933,0","213933,0",winter
3834000594,98125,"319000,0","425000,0",regular,"702533,7","383533,7",winter
2325300093,98125,"378000,0","425000,0",regular,"638933,4","260933,4",summer
6381500700,98125,"365000,0","425000,0",regular,"740950,0","375950,0",winter
6370000070,98125,"359000,0","425000,0",good,"754977,0","395977,0",winter
2126049032,98125,"375000,0","425000,0",good,"581625,0","206625,0",summer
6632300478,98125,"400000,0","425000,0",good,"728400,0","328400,0",summer
6414100111,98125,"365000,0","425000,0",regular,"702515,5","337515,5",winter
7663700261,98125,"395000,0","425000,0",good,"612645,0","217645,0",summer
1787600094,98125,"285000,0","425000,0",regular,"669750,0","384750,0",summer
2926049408,98125,"400000,0","425000,0",regular,"847720,0","447720,0",summer
6412600005,98125,"375000,0","425000,0",regular,"761250,0","386250,0",summer
9324800180,98125,"403250,0","425000,0",regular,"776135,275","372885,275",winter
2044500142,98125,"420000,0","425000,0",regular,"739200,0","319200,0",summer
5272200040,98125,"375000,0","425000,0",good,"682875,0","307875,0",winter
1453602284,98125,"296000,0","425000,0",regular,"465608,0","169608,0",summer
6632300230,98125,"377500,0","425000,0",regular,"664400,0","286900,0",summer
8822901301,98125,"281000,0","425000,0",regular,"517883,0","236883,0",winter
3834000400,98125,"415000,0","425000,0",regular,"842450,0","427450,0",winter
1454100260,98125,"357000,0","425000,0",regular,"967220,1","610220,1",summer
3822200105,98125,"380000,0","425000,0",regular,"668800,0","288800,0",summer
4426600125,98125,"279000,0","425000,0",regular,"755894,7","476894,7",summer
5272200045,98125,"378000,0","425000,0",regular,"767340,0","389340,0",winter
6632300477,98125,"324950,0","425000,0",regular,"763632,5","438682,5",winter
6381500720,98125,"395000,0","425000,0",regular,"801850,0","406850,0",winter
5272200035,98125,"390000,0","425000,0",regular,"791700,0","401700,0",summer
8820903370,98125,"348000,0","425000,0",regular,"723840,0","375840,0",summer
6381500450,98125,"380950,0","425000,0",regular,"733214,4650000001","352264,465",winter
2826049091,98125,"259950,0","425000,0",regular,"540696,0","280746,0",winter
5101407350,98125,"399000,0","425000,0",regular,"767955,3","368955,3",summer
2826049108,98125,"353500,0","425000,0",regular,"735280,0","381780,0",summer
751000190,98125,"355000,0","425000,0",good,"650715,0","295715,0",winter
1453602313,98125,"297000,0","425000,0",regular,"467181,0","170181,0",summer
2926049237,98125,"417500,0","425000,0",regular,"555692,5","138192,5",summer
4077800593,98125,"355000,0","425000,0",regular,"961801,5","606801,5",winter
2826049160,98125,"375000,0","425000,0",regular,"761250,0","386250,0",summer
820000018,98125,"387500,0","425000,0",regular,"620387,5","232887,5",summer
9324800025,98125,"325500,0","425000,0",good,"596641,5","271141,5",summer
4077800258,98125,"400000,0","425000,0",good,"620400,0","220400,0",summer
5101406522,98125,"420000,0","425000,0",regular,"739200,0","319200,0",summer
5101408735,98125,"250000,0","425000,0",regular,"520000,0","270000,0",summer
7663700663,98125,"353000,0","425000,0",regular,"734240,0","381240,0",winter
2926049564,98125,"360000,0","425000,0",regular,"792828,0","432828,0",winter
3821700038,98125,"305000,0","425000,0",regular,"562115,0","257115,0",winter
2325300037,98125,"358000,0","425000,0",regular,"691763,4","333763,4",winter
1453601038,98125,"292000,0","425000,0",regular,"538156,0","246156,0",winter
6798100662,98125,"312000,0","425000,0",regular,"575016,0","263016,0",summer
1455100116,98125,"397500,0","425000,0",good,"616522,5","219022,5",summer
5144000036,98125,"360000,0","425000,0",regular,"730800,0","370800,0",summer
751000060,98125,"353000,0","425000,0",good,"547503,0","194503,0",summer
4427100030,98125,"332500,0","425000,0",regular,"900842,25","568342,25",summer
6381500505,98125,"400000,0","425000,0",regular,"640400,0","240400,0",summer
3226049117,98125,"387500,0","425000,0",good,"601012,5","213512,5",summer
3448000270,98125,"398500,0","425000,0",regular,"808955,0","410455,0",summer
4427100105,98125,"398000,0","425000,0",good,"724758,0","326758,0",summer
8901000445,98125,"390000,0","425000,0",regular,"931827,0","541827,0",summer
1160000115,98125,"401000,0","425000,0",regular,"705760,0","304760,0",summer
6161000015,98125,"349950,0","425000,0",regular,"836135,535","486185,53500000003",summer
2026049125,98125,"310000,0","425000,0",regular,"538687,0","228687,0",summer
1787600252,98125,"282000,0","425000,0",regular,"586560,0","304560,0",summer
3226049184,98125,"325000,0","425000,0",regular,"676000,0","351000,0",summer
6414100721,98125,"407500,0","425000,0",regular,"717200,0","309700,0",summer
7663700551,98125,"336000,0","425000,0",good,"706608,0","370608,0",summer
5101407305,98125,"319000,0","425000,0",regular,"663520,0","344520,0",summer
5272200005,98125,"175000,0","425000,0",regular,"392822,5","217822,5",summer
8820900299,98125,"419950,0","425000,0",regular,"890000,035","470050,03500000003",summer
1787600224,98125,"390000,0","425000,0",regular,"686400,0","296400,0",summer
7663700759,98125,"368000,0","425000,0",regular,"647680,0","279680,0",summer
1837000010,98125,"404000,0","425000,0",regular,"711040,0","307040,0",summer
8058500005,98125,"290000,0","425000,0",regular,"603200,0","313200,0",summer
6381500635,98125,"342000,0","425000,0",regular,"711360,0","369360,0",summer
6632300161,98125,"422000,0","425000,0",regular,"856660,0","434660,0",summer
6381500170,98125,"365000,0","425000,0",regular,"642400,0","277400,0",summer
6381502155,98125,"300000,0","425000,0",regular,"812790,0","512790,0",summer
1133000050,98125,"362000,0","425000,0",regular,"637120,0","275120,0",summer
7715600050,98125,"385000,0","425000,0",good,"597135,0","212135,0",summer
4427100025,98125,"270000,0","425000,0",good,"664821,0","394821,0",summer
8820901415,98125,"400000,0","425000,0",regular,"704000,0","304000,0",summer
3448000410,98125,"354901,0","425000,0",regular,"695712,4303","340811,4303",summer
2126049096,98125,"399000,0","425000,0",regular,"953330,7","554330,7",summer
9455200596,98125,"357500,0","425000,0",regular,"854174,75","496674,75",summer
6412100092,98125,"362500,0","425000,0",regular,"866121,25","503621,25",summer
5101405604,98125,"395000,0","425000,0",regular,"794068,5","399068,5",summer
3992700775,98125,"410000,0","425000,0",good,"746610,0","336610,0",summer
6381500035,98125,"385000,0","425000,0",regular,"677600,0","292600,0",summer
6632300040,98125,"327000,0","425000,0",regular,"734016,9","407016,9",summer
3834000720,98125,"390000,0","425000,0",regular,"750633,0","360633,0",summer
2126049083,98125,"324500,0","425000,0",regular,"728405,15","403905,15",summer
1133000036,98125,"410000,0","425000,0",regular,"721600,0","311600,0",summer
6413600192,98125,"325000,0","425000,0",regular,"511225,0","186225,0",summer
7715600070,98125,"385000,0","425000,0",regular,"677600,0","292600,0",summer
3226049045,98125,"350000,0","425000,0",regular,"710500,0","360500,0",summer
6414100732,98125,"349000,0","425000,0",regular,"671720,3","322720,3",summer
1560100135,98125,"285000,0","425000,0",regular,"592800,0","307800,0",summer
1453600681,98125,"328500,0","425000,0",regular,"723455,55","394955,55",summer
3834000004,98125,"350000,0","425000,0",regular,"673645,0","323645,0",summer
3448002267,98125,"385000,0","425000,0",good,"839415,5","454415,5",summer
2832100270,98125,"306888,0","425000,0",regular,"638327,04","331439,04",summer
7663700772,98125,"370000,0","425000,0",good,"573870,0","203870,0",summer
7663700531,98125,"325000,0","425000,0",regular,"676000,0","351000,0",summer
6414100133,98125,"337000,0","425000,0",good,"708711,0","371711,0",summer
4375700065,98125,"315275,0","425000,0",regular,"655772,0","340497,0",summer
2026049183,98125,"324950,0","425000,0",regular,"564665,615","239715,615",summer
2026049124,98125,"325000,0","425000,0",regular,"715747,5","390747,5",summer
1453602283,98125,"342000,0","425000,0",regular,"537966,0","195966,0",summer
705000120,98125,"395000,0","425000,0",good,"719295,0","324295,0",summer
6413600276,98125,"354950,0","425000,0",regular,"720548,5","365598,5",summer
4427100145,98125,"424000,0","425000,0",regular,"860720,0","436720,0",summer
8822901024,98125,"310000,0","425000,0",regular,"571330,0","261330,0",summer
2926049376,98125,"220000,0","425000,0",regular,"493834,0","273834,0",summer
8820903560,98125,"380000,0","425000,0",good,"589380,0","209380,0",summer
3834500170,98125,"375000,0","425000,0",good,"581625,0","206625,0",summer
1787600294,98125,"222000,0","425000,0",regular,"461760,0","239760,0",summer
1787600190,98125,"353000,0","425000,0",regular,"679419,1","326419,1",summer
1453600182,98125,"285000,0","425000,0",regular,"592800,0","307800,0",summer
6413600290,98125,"252500,0","425000,0",regular,"525200,0","272700,0",summer
1453601502,98125,"303697,0","425000,0",regular,"631689,76","327992,75999999995",summer
3448001975,98125,"351000,0","425000,0",regular,"705615,3","354615,3",summer
6414100026,98125,"320000,0","425000,0",regular,"665600,0","345600,0",summer
6381500090,98125,"295000,0","425000,0",regular,"543685,0","248685,0",summer
7663700401,98125,"229000,0","425000,0",regular,"538150,0","309150,0",summer
3822200087,98125,"355000,0","425000,0",good,"646455,0","291455,0",summer
1453602310,98125,"303000,0","425000,0",regular,"476619,0","173619,0",summer
1133000694,98125,"325000,0","425000,0",regular,"763750,0","438750,0",summer
8822900115,98125,"306000,0","425000,0",good,"560898,0","254898,0",summer
6381500110,98125,"330000,0","425000,0",good,"693990,0","363990,0",summer
6411600411,98125,"257000,0","425000,0",regular,"534560,0","277560,0",summer
7663700973,98125,"321000,0","425000,0",regular,"706938,3","385938,3",summer
6632300212,98125,"366750,0","425000,0",regular,"718940,025","352190,025",summer
8822901175,98125,"345000,0","425000,0",regular,"759793,5","414793,5",summer
2325300060,98125,"344000,0","425000,0",regular,"633992,0","289992,0",summer
3753000030,98125,"399950,0","425000,0",regular,"640319,95","240369,95",summer
3448001412,98125,"295000,0","425000,0",regular,"512621,5","217621,5",summer
2926049582,98125,"265000,0","425000,0",regular,"594845,5","329845,5",summer
3448001411,98125,"286000,0","425000,0",regular,"496982,2","210982,2",summer
8822900122,98125,"325000,0","425000,0",regular,"715747,5","390747,5",summer
3753000010,98125,"417250,0","425000,0",regular,"668017,25","250767,25",summer
8902000201,98125,"338500,0","425000,0",regular,"745478,55","406978,55",summer
6632300207,98125,"385000,0","425000,0",regular,"754715,5","369715,5",summer
5631500400,98028,"180000,0","442500,0",regular,"374400,0","194400,0",summer
114101516,98028,"310000,0","442500,0",good,"763313,0","453313,0",summer
5634500392,98028,"330000,0","442500,0",good,"604890,0","274890,0",summer
3649100320,98028,"330000,0","442500,0",good,"659241,0","329241,0",summer
4140900140,98028,"438000,0","442500,0",good,"797598,0","359598,0",summer
3649100473,98028,"365000,0","442500,0",regular,"857750,0","492750,0",summer
7297700055,98028,"306000,0","442500,0",good,"643518,0","337518,0",summer
3582700070,98028,"356500,0","442500,0",regular,"741520,0","385020,0",summer
4027700853,98028,"387500,0","442500,0",regular,"515762,5","128262,5",summer
114101500,98028,"325000,0","442500,0",regular,"763750,0","438750,0",summer
3949600090,98028,"335000,0","442500,0",good,"704505,0","369505,0",summer
6179900090,98028,"415000,0","442500,0",good,"792774,5","377774,5",summer
114101055,98028,"383000,0","442500,0",regular,"777490,0","394490,0",summer
3824100051,98028,"405000,0","442500,0",regular,"712800,0","307800,0",summer
3579700015,98028,"295000,0","442500,0",regular,"613600,0","318600,0",summer
3816300095,98028,"310000,0","442500,0",regular,"728500,0","418500,0",summer
114100314,98028,"285000,0","442500,0",regular,"592800,0","307800,0",summer
4140090420,98028,"433000,0","442500,0",regular,"762080,0","329080,0",summer
5631500213,98028,"342400,0","442500,0",regular,"804640,0","462240,0",summer
3819750170,98028,"415000,0","442500,0",regular,"842450,0","427450,0",summer
5631500992,98028,"390000,0","442500,0",regular,"624390,0","234390,0",summer
9406500480,98028,"273000,0","442500,0",regular,"567840,0","294840,0",summer
7503000020,98028,"415000,0","442500,0",regular,"842450,0","427450,0",summer
3582750280,98028,"347000,0","442500,0",good,"636051,0","289051,0",summer
5634500179,98028,"424500,0","442500,0",regular,"747120,0","322620,0",summer
3582750170,98028,"410000,0","442500,0",good,"635910,0","225910,0",summer
5628400080,98028,"420000,0","442500,0",good,"651420,0","231420,0",summer
8718500095,98028,"415000,0","442500,0",regular,"842450,0","427450,0",summer
3649100306,98028,"379900,0","442500,0",good,"696356,7","316456,69999999995",summer
3579700100,98028,"389000,0","442500,0",good,"603339,0","214339,0",summer
3815500035,98028,"385000,0","442500,0",good,"839415,5","454415,5",summer
293720180,98028,"415000,0","442500,0",regular,"664415,0","249415,0",summer
2570500230,98028,"400000,0","442500,0",good,"620400,0","220400,0",summer
3578600062,98028,"270000,0","442500,0",regular,"634500,0","364500,0",summer
1126049105,98028,"330000,0","442500,0",regular,"775500,0","445500,0",summer
253600160,98028,"384950,0","442500,0",regular,"616304,95","231354,95",summer
114100791,98028,"250000,0","442500,0",regular,"587500,0","337500,0",summer
9406500350,98028,"207000,0","442500,0",regular,"464652,9","257652,9",summer
3816300105,98028,"435000,0","442500,0",good,"674685,0","239685,0",summer
3824100041,98028,"419000,0","442500,0",regular,"737440,0","318440,0",summer
5634500891,98028,"319900,0","442500,0",regular,"665392,0","345492,0",summer
114100354,98028,"249000,0","442500,0",good,"523647,0","274647,0",summer
4140900270,98028,"160000,0","442500,0",regular,"359152,0","199152,0",summer
253600180,98028,"427500,0","442500,0",regular,"684427,5","256927,5",summer
4027700799,98028,"364000,0","442500,0",regular,"757120,0","393120,0",summer
114100234,98028,"402500,0","442500,0",regular,"817075,0","414575,0",summer
8832900155,98028,"439000,0","442500,0",regular,"772640,0","333640,0",summer
7120000210,98028,"275000,0","442500,0",regular,"572000,0","297000,0",summer
5612100065,98028,"400000,0","442500,0",regular,"812000,0","412000,0",summer
3582700130,98028,"400000,0","442500,0",regular,"812000,0","412000,0",summer
8045600130,98028,"425000,0","442500,0",good,"659175,0","234175,0",summer
3824100364,98028,"420000,0","442500,0",regular,"739200,0","319200,0",summer
3824100020,98028,"335000,0","442500,0",regular,"907615,5","572615,5",summer
4027700795,98028,"268300,0","442500,0",regular,"630505,0","362205,0",summer
5116000170,98028,"374990,0","442500,0",regular,"881226,5","506236,49999999994",summer
3818700190,98028,"387846,0","442500,0",good,"601549,146","213703,14599999998",summer
3649100346,98028,"322968,0","442500,0",good,"679201,704","356233,704",summer
4189800050,98028,"335000,0","442500,0",good,"704505,0","369505,0",summer
766900250,98028,"406000,0","442500,0",good,"629706,0","223706,0",summer
6181700250,98028,"350000,0","442500,0",good,"641550,0","291550,0",summer
4140900050,98028,"440000,0","442500,0",regular,"774400,0","334400,0",summer
9406500600,98028,"239950,0","442500,0",regular,"538615,765","298665,765",summer
3649100031,98028,"345000,0","442500,0",good,"725535,0","380535,0",summer
2558160220,98028,"385000,0","442500,0",regular,"677600,0","292600,0",summer
6708200040,98028,"409500,0","442500,0",regular,"720720,0","311220,0",summer
4027700930,98028,"330000,0","442500,0",regular,"686400,0","356400,0",summer
5631501161,98028,"425000,0","442500,0",good,"659175,0","234175,0",summer
8718500610,98028,"379950,0","442500,0",good,"589302,45","209352,45",summer
